#index	label	wavelength	comment
169656	Cu10      137.760A		inner shell line
169657	Cu11      147.600A		inner shell line
169658	Cu 8      127.819A		inner shell line
169659	Cu 9      99.9873A		inner shell line
169660	Cu10      82.6561A		inner shell line
169661	Cu11      70.0476A		inner shell line
169662	Cu 8      92.6638A		inner shell line
169663	Cu 8      80.5092A		inner shell line
169664	Cu 8      11.5281A		inner shell line
169665	Cu 8      11.4917A		inner shell line
169666	Cu 9      13.9308A		inner shell line
169667	Cu 9      12.0023A		inner shell line
169668	Cu 9      11.6966A		inner shell line
169669	Cu 9      291.043A		inner shell line
169670	Cu10      291.043A		inner shell line
169671	Cu 9      269.531A		inner shell line
169672	Cu10      269.531A		inner shell line
169673	Cu 8      123.490A		inner shell line
169674	Cu 9      123.490A		inner shell line
169675	Cu10      132.745A		inner shell line
169676	Cu 8      127.819A		inner shell line
169677	Cu 9      127.819A		inner shell line
169678	Cu10      137.760A		inner shell line
169679	Cu 8      127.819A		inner shell line
169680	Cu 9      99.9873A		inner shell line
169681	Cu10      82.6561A		inner shell line
169682	Cu 8      13.8021A		inner shell line
169683	Cu 8      11.8975A		inner shell line
169684	Cu 9      291.043A		inner shell line
169685	Cu 9      269.531A		inner shell line
169686	Cu 9      123.490A		inner shell line
169687	Cu 9      127.819A		inner shell line
169688	Cu 9      99.9873A		inner shell line
169689	Cu 8      14.1212A		inner shell line
169690	Cu 8      12.1303A		inner shell line
169691	Cu 8      12.1303A		inner shell line
169692	Cu 9      291.043A		inner shell line
169693	Cu 9      269.531A		inner shell line
169694	Cu 9      123.490A		inner shell line
169695	Cu 9      127.819A		inner shell line
169696	Cu 9      99.9873A		inner shell line
169697	Cu 8      284.367A		inner shell line
169698	Cu 8      263.796A		inner shell line
169699	Cu 8      123.490A		inner shell line
169700	Cu 8      127.819A		inner shell line
169701	Cu 8      127.819A		inner shell line
169702	Cu 8      123.490A		inner shell line
169703	Cu 8      127.819A		inner shell line
169704	Cu 8      127.819A		inner shell line
169705	Cu 9      1.52603A		inner shell line
169706	Cu 9      1.52217A		inner shell line
169707	Cu 9      1.36574A		inner shell line
169708	Cu 9      1.36542A		inner shell line
169709	Cu10      95.5194A		inner shell line
169710	Cu11      96.2610A		inner shell line
169711	Cu10      82.6561A		inner shell line
169712	Cu11      83.2109A		inner shell line
169713	Cu10      11.3279A		inner shell line
169714	Cu11      11.2345A		inner shell line
169715	Cu10      11.2918A		inner shell line
169716	Cu11      11.2010A		inner shell line
169717	Cu 9      13.6231A		inner shell line
169718	Cu10      13.4459A		inner shell line
169719	Cu11      13.2845A		inner shell line
169720	Cu 9      11.7721A		inner shell line
169721	Cu10      11.7154A		inner shell line
169722	Cu11      11.6724A		inner shell line
169723	Cu 9      13.9308A		inner shell line
169724	Cu10      13.7455A		inner shell line
169725	Cu11      13.5784A		inner shell line
169726	Cu 9      12.0023A		inner shell line
169727	Cu10      11.9445A		inner shell line
169728	Cu11      11.8975A		inner shell line
169729	Cu 9      291.043A		inner shell line
169730	Cu10      291.043A		inner shell line
169731	Cu11      298.757A		inner shell line
169732	Cu12      298.757A		inner shell line
169733	Cu 9      269.531A		inner shell line
169734	Cu10      269.531A		inner shell line
169735	Cu11      275.520A		inner shell line
169736	Cu12      275.520A		inner shell line
169737	Cu 9      123.490A		inner shell line
169738	Cu10      132.745A		inner shell line
169739	Cu11      141.696A		inner shell line
169740	Cu12      156.151A		inner shell line
169741	Cu 9      127.819A		inner shell line
169742	Cu10      137.760A		inner shell line
169743	Cu11      147.600A		inner shell line
169744	Cu12      163.352A		inner shell line
169745	Cu 9      94.0700A		inner shell line
169746	Cu 9      81.5686A		inner shell line
169747	Cu 9      11.4303A		inner shell line
169748	Cu 9      11.3967A		inner shell line
169749	Cu10      291.043A		inner shell line
169750	Cu10      269.531A		inner shell line
169751	Cu 9      123.490A		inner shell line
169752	Cu10      132.745A		inner shell line
169753	Cu 9      127.819A		inner shell line
169754	Cu10      137.760A		inner shell line
169755	Cu 9      13.6231A		inner shell line
169756	Cu 9      11.7721A		inner shell line
169757	Cu 9      291.043A		inner shell line
169758	Cu10      291.043A		inner shell line
169759	Cu 9      269.531A		inner shell line
169760	Cu10      269.531A		inner shell line
169761	Cu 9      123.490A		inner shell line
169762	Cu10      132.745A		inner shell line
169763	Cu 9      127.819A		inner shell line
169764	Cu10      137.760A		inner shell line
169765	Cu 9      13.9308A		inner shell line
169766	Cu 9      12.0023A		inner shell line
169767	Cu 9      291.043A		inner shell line
169768	Cu10      291.043A		inner shell line
169769	Cu 9      269.531A		inner shell line
169770	Cu10      269.531A		inner shell line
169771	Cu 9      123.490A		inner shell line
169772	Cu10      132.745A		inner shell line
169773	Cu 9      127.819A		inner shell line
169774	Cu10      137.760A		inner shell line
169775	Cu 9      291.043A		inner shell line
169776	Cu 9      269.531A		inner shell line
169777	Cu 9      123.490A		inner shell line
169778	Cu 9      127.819A		inner shell line
169779	Cu 9      123.490A		inner shell line
169780	Cu 9      127.819A		inner shell line
169781	Cu10      1.52324A		inner shell line
169782	Cu10      1.51973A		inner shell line
169783	Cu10      1.36197A		inner shell line
169784	Cu10      1.36134A		inner shell line
169785	Cu11      96.2610A		inner shell line
169786	Cu12      97.0902A		inner shell line
169787	Cu11      83.2109A		inner shell line
169788	Cu12      83.7731A		inner shell line
169789	Cu11      11.2345A		inner shell line
169790	Cu12      11.1346A		inner shell line
169791	Cu11      11.2010A		inner shell line
169792	Cu12      11.0988A		inner shell line
169793	Cu10      13.4459A		inner shell line
169794	Cu11      13.2845A		inner shell line
169795	Cu12      13.1297A		inner shell line
169796	Cu10      11.7154A		inner shell line
169797	Cu11      11.6724A		inner shell line
169798	Cu12      11.6406A		inner shell line
169799	Cu10      13.7455A		inner shell line
169800	Cu11      13.5784A		inner shell line
169801	Cu12      13.4168A		inner shell line
169802	Cu10      11.9445A		inner shell line
169803	Cu11      11.8975A		inner shell line
169804	Cu12      11.8645A		inner shell line
169805	Cu10      291.043A		inner shell line
169806	Cu11      298.757A		inner shell line
169807	Cu12      298.757A		inner shell line
169808	Cu13      295.200A		inner shell line
169809	Cu10      269.531A		inner shell line
169810	Cu11      275.520A		inner shell line
169811	Cu12      275.520A		inner shell line
169812	Cu13      272.493A		inner shell line
169813	Cu10      132.745A		inner shell line
169814	Cu11      141.696A		inner shell line
169815	Cu12      156.151A		inner shell line
169816	Cu13      116.746A		inner shell line
169817	Cu10      137.760A		inner shell line
169818	Cu11      147.600A		inner shell line
169819	Cu12      163.352A		inner shell line
169820	Cu13      120.725A		inner shell line
169821	Cu10      95.5194A		inner shell line
169822	Cu10      82.6561A		inner shell line
169823	Cu10      11.3279A		inner shell line
169824	Cu10      11.2918A		inner shell line
169825	Cu11      298.757A		inner shell line
169826	Cu11      275.520A		inner shell line
169827	Cu10      132.745A		inner shell line
169828	Cu11      141.696A		inner shell line
169829	Cu10      137.760A		inner shell line
169830	Cu11      147.600A		inner shell line
169831	Cu10      13.4459A		inner shell line
169832	Cu10      11.7154A		inner shell line
169833	Cu10      291.043A		inner shell line
169834	Cu11      298.757A		inner shell line
169835	Cu10      269.531A		inner shell line
169836	Cu11      275.520A		inner shell line
169837	Cu10      132.745A		inner shell line
169838	Cu11      141.696A		inner shell line
169839	Cu10      137.760A		inner shell line
169840	Cu11      147.600A		inner shell line
169841	Cu10      13.7455A		inner shell line
169842	Cu10      11.9445A		inner shell line
169843	Cu10      291.043A		inner shell line
169844	Cu11      298.757A		inner shell line
169845	Cu10      269.531A		inner shell line
169846	Cu11      275.520A		inner shell line
169847	Cu10      132.745A		inner shell line
169848	Cu11      141.696A		inner shell line
169849	Cu10      137.760A		inner shell line
169850	Cu11      147.600A		inner shell line
169851	Cu10      291.043A		inner shell line
169852	Cu10      269.531A		inner shell line
169853	Cu10      132.745A		inner shell line
169854	Cu10      137.760A		inner shell line
169855	Cu10      132.745A		inner shell line
169856	Cu10      137.760A		inner shell line
169857	Cu11      1.52044A		inner shell line
169858	Cu11      1.51694A		inner shell line
169859	Cu11      1.35821A		inner shell line
169860	Cu11      1.35759A		inner shell line
169861	Cu12      97.0902A		inner shell line
169862	Cu13      97.8565A		inner shell line
169863	Cu12      83.7731A		inner shell line
169864	Cu13      84.3430A		inner shell line
169865	Cu12      11.1346A		inner shell line
169866	Cu13      11.0326A		inner shell line
169867	Cu12      11.0988A		inner shell line
169868	Cu13      10.9993A		inner shell line
169869	Cu11      13.2845A		inner shell line
169870	Cu12      13.1297A		inner shell line
169871	Cu13      12.9826A		inner shell line
169872	Cu11      11.6724A		inner shell line
169873	Cu12      11.6406A		inner shell line
169874	Cu13      11.2376A		inner shell line
169875	Cu11      13.5784A		inner shell line
169876	Cu12      13.4168A		inner shell line
169877	Cu13      13.2632A		inner shell line
169878	Cu11      11.8975A		inner shell line
169879	Cu12      11.8645A		inner shell line
169880	Cu13      11.4493A		inner shell line
169881	Cu11      298.757A		inner shell line
169882	Cu12      298.757A		inner shell line
169883	Cu13      295.200A		inner shell line
169884	Cu14      275.520A		inner shell line
169885	Cu11      275.520A		inner shell line
169886	Cu12      275.520A		inner shell line
169887	Cu13      272.493A		inner shell line
169888	Cu14      275.520A		inner shell line
169889	Cu11      141.696A		inner shell line
169890	Cu12      156.151A		inner shell line
169891	Cu13      116.746A		inner shell line
169892	Cu14      91.9082A		inner shell line
169893	Cu11      147.600A		inner shell line
169894	Cu12      163.352A		inner shell line
169895	Cu13      120.725A		inner shell line
169896	Cu14      91.9082A		inner shell line
169897	Cu11      96.2610A		inner shell line
169898	Cu11      83.2109A		inner shell line
169899	Cu11      11.2345A		inner shell line
169900	Cu11      11.2010A		inner shell line
169901	Cu12      298.757A		inner shell line
169902	Cu12      275.520A		inner shell line
169903	Cu11      141.696A		inner shell line
169904	Cu12      156.151A		inner shell line
169905	Cu11      147.600A		inner shell line
169906	Cu12      163.352A		inner shell line
169907	Cu11      13.2845A		inner shell line
169908	Cu11      11.6724A		inner shell line
169909	Cu11      298.757A		inner shell line
169910	Cu12      298.757A		inner shell line
169911	Cu11      275.520A		inner shell line
169912	Cu12      275.520A		inner shell line
169913	Cu11      141.696A		inner shell line
169914	Cu12      156.151A		inner shell line
169915	Cu11      147.600A		inner shell line
169916	Cu12      163.352A		inner shell line
169917	Cu11      13.5784A		inner shell line
169918	Cu11      11.8975A		inner shell line
169919	Cu11      298.757A		inner shell line
169920	Cu12      298.757A		inner shell line
169921	Cu11      275.520A		inner shell line
169922	Cu12      275.520A		inner shell line
169923	Cu11      141.696A		inner shell line
169924	Cu12      156.151A		inner shell line
169925	Cu11      147.600A		inner shell line
169926	Cu12      163.352A		inner shell line
169927	Cu11      298.757A		inner shell line
169928	Cu11      275.520A		inner shell line
169929	Cu11      141.696A		inner shell line
169930	Cu11      147.600A		inner shell line
169931	Cu11      141.696A		inner shell line
169932	Cu11      147.600A		inner shell line
169933	Cu12      1.51763A		inner shell line
169934	Cu12      1.51414A		inner shell line
169935	Cu12      1.35446A		inner shell line
169936	Cu12      1.35383A		inner shell line
169937	Cu13      97.8565A		inner shell line
169938	Cu14      97.8565A		inner shell line
169939	Cu13      84.3430A		inner shell line
169940	Cu14      84.3430A		inner shell line
169941	Cu13      11.0326A		inner shell line
169942	Cu14      10.9131A		inner shell line
169943	Cu13      10.9993A		inner shell line
169944	Cu14      10.9131A		inner shell line
169945	Cu12      13.1297A		inner shell line
169946	Cu13      12.9826A		inner shell line
169947	Cu14      12.8574A		inner shell line
169948	Cu12      11.6406A		inner shell line
169949	Cu13      11.2376A		inner shell line
169950	Cu14      10.8359A		inner shell line
169951	Cu12      13.4168A		inner shell line
169952	Cu13      13.2632A		inner shell line
169953	Cu14      13.1325A		inner shell line
169954	Cu12      11.8645A		inner shell line
169955	Cu13      11.4493A		inner shell line
169956	Cu14      11.0326A		inner shell line
169957	Cu12      298.757A		inner shell line
169958	Cu13      295.200A		inner shell line
169959	Cu14      275.520A		inner shell line
169960	Cu15      295.200A		inner shell line
169961	Cu12      275.520A		inner shell line
169962	Cu13      272.493A		inner shell line
169963	Cu14      275.520A		inner shell line
169964	Cu15      295.200A		inner shell line
169965	Cu12      156.151A		inner shell line
169966	Cu13      116.746A		inner shell line
169967	Cu14      91.9082A		inner shell line
169968	Cu15      73.4069A		inner shell line
169969	Cu12      163.352A		inner shell line
169970	Cu13      120.725A		inner shell line
169971	Cu14      91.9082A		inner shell line
169972	Cu15      73.4069A		inner shell line
169973	Cu12      97.0902A		inner shell line
169974	Cu12      83.7731A		inner shell line
169975	Cu12      11.1346A		inner shell line
169976	Cu12      11.0988A		inner shell line
169977	Cu13      295.200A		inner shell line
169978	Cu13      272.493A		inner shell line
169979	Cu12      156.151A		inner shell line
169980	Cu13      116.746A		inner shell line
169981	Cu12      163.352A		inner shell line
169982	Cu13      120.725A		inner shell line
169983	Cu12      13.1297A		inner shell line
169984	Cu12      11.6406A		inner shell line
169985	Cu12      298.757A		inner shell line
169986	Cu13      295.200A		inner shell line
169987	Cu12      275.520A		inner shell line
169988	Cu13      272.493A		inner shell line
169989	Cu12      156.151A		inner shell line
169990	Cu13      116.746A		inner shell line
